parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
assassination-records-review-board,,Assassination Records Review Board,2023,0,0
assassination-records-review-board,,Assassination Records Review Board,2024,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,1995,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,1996,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,1997,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,1998,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,1999,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2000,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2001,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2002,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2003,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2004,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2005,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2006,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2007,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2008,2,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2009,1,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2010,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2011,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2012,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2013,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2014,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2015,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2016,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2017,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2018,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2019,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2020,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2021,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2022,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2023,0,0
board-of-directors-of-the-hope-for-homeowners-program,HOPE,Board of Directors of the Hope for Homeowners Program,2024,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,1995,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,1996,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,1997,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,1998,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,1999,2,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2000,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2001,0,2
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2002,3,1
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2003,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2004,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2005,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2006,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2007,1,1
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2008,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2009,1,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2010,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2011,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2012,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2013,2,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2014,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2015,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2016,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2017,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2018,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2019,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2020,1,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2021,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2022,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2023,0,0
broadcasting-board-of-governors,BBG,Broadcasting Board of Governors,2024,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,1995,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,1996,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,1997,1,0
central-intelligence-agency,CIA,Central Intelligence Agency,1998,1,0
central-intelligence-agency,CIA,Central Intelligence Agency,1999,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2000,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2001,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2002,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2003,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2004,1,0
central-intelligence-agency,CIA,Central Intelligence Agency,2005,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2006,0,1
central-intelligence-agency,CIA,Central Intelligence Agency,2007,1,0
central-intelligence-agency,CIA,Central Intelligence Agency,2008,0,1
central-intelligence-agency,CIA,Central Intelligence Agency,2009,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2010,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2011,4,2
central-intelligence-agency,CIA,Central Intelligence Agency,2012,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2013,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2014,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2015,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2016,2,0
central-intelligence-agency,CIA,Central Intelligence Agency,2017,1,0
central-intelligence-agency,CIA,Central Intelligence Agency,2018,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2019,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2020,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2021,0,0
central-intelligence-agency,CIA,Central Intelligence Agency,2022,0,1
central-intelligence-agency,CIA,Central Intelligence Agency,2023,2,0
central-intelligence-agency,CIA,Central Intelligence Agency,2024,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,1995,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,1996,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,1997,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,1998,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,1999,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2000,2,2
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2001,4,1
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2002,2,2
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2003,1,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2004,1,1
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2005,0,1
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2006,0,1
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2007,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2008,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2009,0,1
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2010,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2011,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2012,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2013,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2014,0,0
chemical-safety-and-hazard-investigation-board,CSB,Chemical Safety and Hazard Investigation Board,2015,1,1
